1.0703584,-7.7842565,1.2782767
1.0713584,-7.7832565,1.2772766
1.0723585,-7.7822566,1.2762766
1.0733585,-7.7812567,1.2752765
1.0743586,-7.7802567,1.2742765
1.0753585,-7.779257,1.2732766
1.0763584,-7.778257,1.2722766
1.0773584,-7.777257,1.2712767
1.0783583,-7.776257,1.2702768
1.0793582,-7.775257,1.2692769
1.0803581,-7.774257,1.2682769
1.0813581,-7.7732573,1.267277
1.082358,-7.7722573,1.2662771
1.0833579,-7.7712574,1.2652771
1.0843579,-7.7702575,1.2642772
1.0853578,-7.7692575,1.2632773
1.0863577,-7.7682576,1.2622774
1.0873576,-7.7672577,1.2612774
1.0883576,-7.766258,1.2602775
1.0893575,-7.765258,1.2592776
1.0903574,-7.764258,1.2582777
1.0913574,-7.763258,1.2572777
1.0923572,-7.762258,1.2562779
1.093357,-7.761258,1.2552781
1.0943568,-7.760258,1.2542783
1.0953566,-7.7592583,1.2532785
1.0963564,-7.7582583,1.2522787
1.0973562,-7.7572584,1.2512789
1.098356,-7.7562585,1.2502791
1.0993558,-7.7552586,1.2492793
1.1003556,-7.7542586,1.2482795
1.1013554,-7.7532587,1.2472796
1.1023551,-7.752259,1.24628
1.1033548,-7.751259,1.2452803
1.1043545,-7.750259,1.2442806
1.1053542,-7.749259,1.2432809
1.1063539,-7.7482595,1.2422812
1.1073536,-7.74726,1.2412815
1.1083533,-7.7462606,1.2402818
1.109353,-7.745261,1.2392821
1.1103526,-7.7442617,1.2382824
1.1113522,-7.7432623,1.2372829
1.1123518,-7.742263,1.2362833
1.1133513,-7.7412634,1.2352837
1.1143509,-7.740264,1.2342842
1.1153505,-7.7392645,1.2332846
1.11635,-7.738265,1.232285
1.1173496,-7.7372656,1.2312855
1.1183491,-7.736266,1.2302859
1.1193485,-7.7352667,1.2292864
1.120348,-7.734267,1.228287
1.1213474,-7.733268,1.2272875
1.1223469,-7.7322683,1.2262881
1.1233463,-7.731269,1.2252886
1.1243458,-7.7302694,1.2242892
1.1253452,-7.72927,1.2232897
1.1263446,-7.7282705,1.2222904
1.1273439,-7.727271,1.2212911
1.1283432,-7.7262716,1.2202917
1.1293426,-7.725272,1.2192924
1.1303419,-7.7242727,1.2182931
1.1313412,-7.7232733,1.2172937
1.1323406,-7.722274,1.2162944
1.1333399,-7.7212744,1.2152951
1.1343391,-7.720275,1.2142959
1.1353383,-7.7192755,1.2132967
1.1363375,-7.718276,1.2122974
1.1373367,-7.7172766,1.2112982
1.138336,-7.7162776,1.210299
1.1393352,-7.7152786,1.2092998
1.1403344,-7.7142797,1.2083006
1.1413335,-7.7132807,1.2073015
1.1423326,-7.7122817,1.2063024
1.1433316,-7.7112827,1.2053033
1.1443307,-7.7102838,1.2043042
1.1453298,-7.709285,1.2033051
1.1463289,-7.708286,1.202306
1.147328,-7.707287,1.2013069
1.1483271,-7.706288,1.2003078
1.1493261,-7.705289,1.1993089
1.1503251,-7.70429,1.1983099
1.151324,-7.703291,1.1973109
1.152323,-7.702292,1.196312
1.153322,-7.701293,1.195313
1.154321,-7.700294,1.194314
1.1553199,-7.699295,1.193315
1.1563189,-7.698296,1.192316
1.1573178,-7.697297,1.1913172
1.1583166,-7.696298,1.1903183
1.1593155,-7.695299,1.1893195
1.1603143,-7.6943,1.1883206
1.1613132,-7.693301,1.1873218
1.162312,-7.692302,1.1863229
1.1633109,-7.6913033,1.1853241
1.1643096,-7.6903043,1.1843253
1.1653084,-7.6893053,1.1833266
1.1663071,-7.6883063,1.1823279
1.1673058,-7.6873074,1.1813291
1.1683046,-7.686309,1.1803304
1.1693033,-7.6853104,1.1793317
1.170302,-7.684312,1.1783329
1.1713008,-7.6833134,1.1773342
1.1722994,-7.682315,1.1763356
1.173298,-7.6813164,1.175337
1.1742966,-7.680318,1.1743383
1.1752952,-7.6793194,1.1733397
1.1762938,-7.678321,1.1723411
1.1772925,-7.6773224,1.1713425
1.1782911,-7.676324,1.1703439
1.1792896,-7.6753254,1.1693454
1.1802881,-7.674327,1.1683469
1.1812866,-7.6733284,1.1673484
1.1822851,-7.67233,1.1663499
1.1832836,-7.6713314,1.1653514
1.1842821,-7.670333,1.1643529
1.1847693,-7.6693196,1.1633751
1.1848434,-7.668293,1.162416
1.1845803,-7.6672544,1.1614734
1.1840395,-7.666206,1.1605457
1.1832685,-7.665148,1.1596314
1.1826526,-7.6640964,1.1587079
1.1821766,-7.663051,1.157776
1.1818267,-7.662011,1.1568367
1.1815908,-7.660976,1.1558908
1.1814576,-7.6599455,1.1549388
1.1814172,-7.658919,1.1539814
1.1814606,-7.6578956,1.1530192
1.1815796,-7.6568756,1.1520525
1.1817669,-7.6558585,1.151082
1.1820158,-7.654844,1.150108
1.1823204,-7.6538315,1.1491308
1.1826752,-7.652821,1.1481508
1.1830755,-7.6518126,1.1471682
1.183517,-7.650806,1.1461833
1.1836029,-7.6497855,1.1452174
1.1833884,-7.648753,1.1442688
1.1829189,-7.6477103,1.1433353
1.1825694,-7.6466727,1.1423943
1.1823281,-7.6456404,1.1414464
1.1821845,-7.6446123,1.1404923
1.182129,-7.643588,1.1395327
1.1821533,-7.6425676,1.1385682
1.1822495,-7.6415505,1.1375991
1.1824107,-7.6405363,1.1366261
1.1826307,-7.6395245,1.1356496
1.1829036,-7.638515,1.1346698
1.1828644,-7.6374927,1.1337084
